275000,1999,11059831
175000,1994,10980861
168000,1995,10808049
205000,1997,11055586
160000,1993,10945769
215000,1996,11053951
214000,1996,10931766
157000,1995,11051923
195000,1996,11051894
279000,1999,11049753
190000,2000,11047682
168000,1997,10724238
175000,1996,11042378
240000,1997,11040828
400000,2003,10860384
170000,1991,11038632
270000,1998,11036770
155000,1993,11035371
205000,1995,10982359
520000,2005,11008426
270000,2000,11008660
195000,1994,10414870
244000,1998,10783486
540000,2006,10345807
539000,2006,11267665
445000,2003,9162457
170000,1994,11242582
257000,1998,11242858
360000,2002,11149827
425000,2002,11222096
190000,1994,10753191
425000,2003,11247246
265000,1999,11249821
210000,1996,11166802
160000,1996,11220155
195000,1993,10840339
393000,2002,10905516
190000,1996,10955287
173000,1995,11254117
245000,1999,11116598
255000,1998,11180661
390000,2002,6700506
240000,1997,11151777
260000,2001,11260210
189000,1997,11263791
299000,2001,10715239
240000,1998,11265286
275000,1999,10901887
280000,1998,11268503
325000,2001,11261864
170000,1996,11269544
300000,2001,11269873
185000,1998,11176035
298000,2000,10611636
280000,2000,10832364
193000,1995,11232285
180000,1997,11276644
335000,2000,10454626
230000,1994,11059830
305000,2000,11278608
150000,1995,11279673
175000,1997,11280833
240000,2000,10943671
189000,1996,11283372
175000,1996,11283700
169000,1995,11092387
278000,1999,11285890
307000,2000,11286765
268000,1999,11287885
387000,2002,11288194
405000,2003,11148785
170000,1997,11209599
285000,2000,11206232
279999,1998,11194667
179000,1995,10896957
305000,2000,11041298
185000,2000,11299283
225000,1998,11085439
285000,1999,11300283
182000,1995,11114810
330000,2001,11273049
459001,2003,10659036
165000,1993,10993084
168000,1998,11163022
235000,1997,11232725
190000,2000,11314823
195000,1998,11169405
290000,2001,11320751
253000,1998,11324459
230000,1997,11219031
145000,1994,11082168
145000,1993,10911144
145000,1994,10761649
135000,1994,11290483
130000,1993,11206149
129000,1993,11295250
129000,1993,11006979
129000,1993,10572531
128000,1995,11081920
100000,1995,11287442
100000,2002,11108828
100000,1997,11061821
100000,1993,10380703
99000,1993,11270623
97000,1993,11277917
95000,1993,11239569
80000,1993,11055032
145000,1995,11307899
180000,1995,11196098
130000,1995,11009691
353000,2000,11316931
295000,1999,11319209
305000,2001,11319534
160000,1996,11319740
325000,1998,11321280
230000,1995,10653586
166000,1995,11231781
330000,2003,11326738
173000,1994,11077210
475000,2004,11059649
485000,2004,11019849
420000,2004,11137791
460000,2004,11035691
450000,2004,10941453
439000,2004,11280793
410000,2004,10775391
359000,2004,11296022
489000,2004,10375657
435000,2005,11207421
420000,2005,11275073
516000,2005,10799267
495000,2006,10989658
530000,2006,11139391
535000,2006,11041948
530000,2007,11188399
505000,2007,11284735
350000,1999,10159105
205000,1996,10145709
335000,2000,10144946
170000,1996,10120761
215000,1995,10049479
90000,1996,9953119
310000,1998,9933231
225000,1996,9932642
370000,1998,9918622
470000,2004,9895617
289000,2001,9854403
175000,1996,9814462
325000,2001,9813658
230000,1996,9573050
579000,2007,9439198
410000,1998,9282513
350000,2001,8873088
360000,1999,7081258
210000,1997,6871443
400000,2003,11032119
270000,2000,10687967
165000,1995,11028919
245000,1996,10180896
425000,2004,10839812
270000,1999,11024371
229000,1998,10162462
305000,2001,11023478
199000,1997,10976676
199000,1997,10587019
330000,2000,10582109
300000,2002,11019205
315000,2001,10611538
175000,1994,10994448
195000,1996,11015895
145000,1994,11012691
265000,2001,10670786
200000,1997,11003185
178000,1997,10516386
310000,2000,10752701
165000,1996,11328580
320000,1998,10673031
265000,1999,11328972
290000,1998,11330029
320000,2002,10794214
230000,1996,10841213
150000,1993,10960598
278000,1999,11252501
209000,1999,11251022
230000,1995,11332652
290000,2000,11333710
310000,2002,11148712
307000,1999,11009892
174000,1993,11335343
415000,2003,11185660
300000,2001,10798281
273000,1998,10770524
175000,1998,11336295
298000,2000,11336083
239000,1999,11179386
